Census Tract,"CalEnviroScreen
4.0 Score","CalEnviroScreen
4.0 Percentile","CalEnviroScreen 4.0 
Percentile Range","Pollution Burden
Percentile","Population Characteristics
Percentile",Total Population,California County,Approximate Zip Code,Approximate Location,DAC category
6065030104,57.90,94.48,90-95%,97.45,76.41,7650,Riverside ,92501,Riverside,CalEnviroScreen 4.0 Top 25%
6065042800,57.89,94.47,90-95%,89.98,89.13,9515,Riverside ,92570,Perris,CalEnviroScreen 4.0 Top 25%
6037132102,57.87,94.45,90-95%,93.08,85.15,5401,Los Angeles,91406,Los Angeles,CalEnviroScreen 4.0 Top 25%
6077003802,57.84,94.44,90-95%,83.52,94.59,6955,San Joaquin,95206,Stockton,CalEnviroScreen 4.0 Top 25%
6037602509,57.83,94.43,90-95%,98.31,73.61,4457,Los Angeles,90250,Hawthorne,CalEnviroScreen 4.0 Top 25%
6037120030,57.82,94.42,90-95%,92.37,86.12,2666,Los Angeles,91402,Los Angeles,CalEnviroScreen 4.0 Top 25%
6077000600,57.81,94.40,90-95%,67.74,99.75,1703,San Joaquin,95205,Stockton,CalEnviroScreen 4.0 Top 25%
6037531602,57.77,94.39,90-95%,85.35,93.20,4432,Los Angeles,90022,East Los Angeles,CalEnviroScreen 4.0 Top 25%
6037301702,57.75,94.38,90-95%,99.51,66.72,5835,Los Angeles,91203,Glendale,CalEnviroScreen 4.0 Top 25%
6037123301,57.74,94.36,90-95%,93.27,84.66,4530,Los Angeles,91605,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037122121,57.71,94.35,90-95%,92.40,85.88,2829,Los Angeles,91352,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037237101,57.70,94.34,90-95%,73.60,98.75,4409,Los Angeles,90044,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037532604,57.65,94.33,90-95%,85.05,93.27,2739,Los Angeles,90255,Huntington Park,CalEnviroScreen 4.0 Top 25%
6037219300,57.64,94.31,90-95%,83.62,94.25,4239,Los Angeles,90018,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037228310,57.61,94.30,90-95%,81.90,95.31,4523,Los Angeles,90011,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037240700,57.60,94.29,90-95%,77.37,97.42,6596,Los Angeles,90002,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037238320,57.57,94.28,90-95%,85.29,93.00,3804,Los Angeles,90044,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037533300,57.57,94.26,90-95%,90.50,87.99,3346,Los Angeles,90270,Maywood,CalEnviroScreen 4.0 Top 25%
6037534900,57.57,94.25,90-95%,88.69,89.91,6319,Los Angeles,90001,Florence-Graham,CalEnviroScreen 4.0 Top 25%
6037199800,57.56,94.24,90-95%,97.54,75.45,5828,Los Angeles,90031,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037104320,57.53,94.23,90-95%,94.69,82.06,5292,Los Angeles,91331,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037131020,57.51,94.21,90-95%,86.83,91.64,6704,Los Angeles,91335,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037433503,57.51,94.20,90-95%,96.44,78.69,3269,Los Angeles,91733,South El Monte,CalEnviroScreen 4.0 Top 25%
6037536200,57.46,94.19,90-95%,97.70,74.75,7281,Los Angeles,90280,South Gate,CalEnviroScreen 4.0 Top 25%
6037531102,57.46,94.18,90-95%,94.61,82.07,3210,Los Angeles,90063,East Los Angeles,CalEnviroScreen 4.0 Top 25%
6037219800,57.46,94.16,90-95%,94.97,81.39,2861,Los Angeles,90016,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037218500,57.45,94.15,90-95%,93.62,83.54,2641,Los Angeles,90016,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037402304,57.44,94.14,90-95%,83.42,94.15,4057,Los Angeles,91768,Pomona,CalEnviroScreen 4.0 Top 25%
6067006400,57.44,94.13,90-95%,76.91,97.44,5521,Sacramento ,95838,Sacramento,CalEnviroScreen 4.0 Top 25%
6037209300,57.44,94.11,90-95%,90.60,87.66,4885,Los Angeles,90017,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037601302,57.37,94.10,90-95%,90.68,87.51,7333,Los Angeles,90302,Inglewood,CalEnviroScreen 4.0 Top 25%
6037603001,57.34,94.09,90-95%,92.32,85.33,7498,Los Angeles,90247,Gardena,CalEnviroScreen 4.0 Top 25%
6037533103,57.33,94.07,90-95%,88.84,89.45,3283,Los Angeles,90255,Huntington Park,CalEnviroScreen 4.0 Top 25%
6019003001,57.25,94.06,90-95%,92.43,85.06,3241,Fresno ,93727,Fresno,CalEnviroScreen 4.0 Top 25%
6037240800,57.23,94.05,90-95%,79.66,96.09,4341,Los Angeles,90002,Los Angeles,CalEnviroScreen 4.0 Top 25%
6077001800,57.23,94.04,90-95%,84.67,92.99,4438,San Joaquin,95205,Stockton,CalEnviroScreen 4.0 Top 25%
6037402303,57.22,94.02,90-95%,92.03,85.62,4080,Los Angeles,91768,Pomona,CalEnviroScreen 4.0 Top 25%
6019008501,57.16,94.01,90-95%,78.44,96.56,4420,Fresno ,93662,Unincorporated Fresno County area,CalEnviroScreen 4.0 Top 25%
6001409100,57.14,94.00,90-95%,78.88,96.29,2490,Alameda ,94603,Oakland,CalEnviroScreen 4.0 Top 25%
6037543801,57.14,93.99,90-95%,98.41,72.31,5159,Los Angeles,90745,Carson,CalEnviroScreen 4.0 Top 25%
6095250900,57.13,93.97,90-95%,71.00,99.07,2654,Solano ,94590,Vallejo,CalEnviroScreen 4.0 Top 25%
6037192620,57.13,93.96,90-95%,85.66,92.18,3542,Los Angeles,90004,Los Angeles,CalEnviroScreen 4.0 Top 25%
6029002400,57.12,93.95,90-95%,91.00,86.75,8384,Kern ,93307,Unincorporated Kern County area,CalEnviroScreen 4.0 Top 25%
6037231710,57.10,93.94,90-95%,68.36,99.48,4165,Los Angeles,90037,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037533401,57.08,93.92,90-95%,95.07,80.66,5098,Los Angeles,90270,Maywood,CalEnviroScreen 4.0 Top 25%
6037433302,57.03,93.91,90-95%,98.15,72.93,1530,Los Angeles,91732,El Monte,CalEnviroScreen 4.0 Top 25%
6099003804,57.00,93.90,90-95%,93.50,83.03,7417,Stanislaus ,95380,Turlock,CalEnviroScreen 4.0 Top 25%
6037228500,56.98,93.89,90-95%,73.28,98.35,4869,Los Angeles,90011,Los Angeles,CalEnviroScreen 4.0 Top 25%
6047001502,56.96,93.87,90-95%,83.22,93.61,2329,Merced ,95341,Merced,CalEnviroScreen 4.0 Top 25%
6037238310,56.87,93.86,90-95%,76.07,97.28,5002,Los Angeles,90044,Los Angeles,CalEnviroScreen 4.0 Top 25%
6001406100,56.86,93.85,90-95%,90.16,87.33,4733,Alameda ,94601,Oakland,CalEnviroScreen 4.0 Top 25%
6037104310,56.86,93.84,90-95%,97.30,75.06,4962,Los Angeles,91331,Los Angeles,CalEnviroScreen 4.0 Top 25%
6099001800,56.85,93.82,90-95%,94.16,81.69,2349,Stanislaus ,95354,Modesto,CalEnviroScreen 4.0 Top 25%
6037572600,56.84,93.81,90-95%,95.18,80.13,5357,Los Angeles,90810,Long Beach,CalEnviroScreen 4.0 Top 25%
6037570100,56.81,93.80,90-95%,91.20,85.94,3192,Los Angeles,90805,Long Beach,CalEnviroScreen 4.0 Top 25%
6037120103,56.79,93.78,90-95%,64.87,99.80,3452,Los Angeles,91402,Los Angeles,CalEnviroScreen 4.0 Top 25%
6059087403,56.78,93.77,90-95%,88.43,88.99,3701,Orange ,92805,Anaheim,CalEnviroScreen 4.0 Top 25%
6037204300,56.77,93.76,90-95%,84.88,92.26,5445,Los Angeles,90033,Los Angeles,CalEnviroScreen 4.0 Top 25%
6065042300,56.73,93.75,90-95%,93.88,82.01,8827,Riverside ,92507,Highgrove,CalEnviroScreen 4.0 Top 25%
6037575803,56.70,93.73,90-95%,76.29,97.04,3229,Los Angeles,90813,Long Beach,CalEnviroScreen 4.0 Top 25%
6037123103,56.66,93.72,90-95%,91.45,85.51,3808,Los Angeles,91606,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037530602,56.59,93.71,90-95%,96.69,76.49,1769,Los Angeles,90063,East Los Angeles,CalEnviroScreen 4.0 Top 25%
6071008002,56.57,93.70,90-95%,91.90,84.68,7585,San Bernardino,92374,Redlands,CalEnviroScreen 4.0 Top 25%
6037106604,56.56,93.68,90-95%,94.80,80.31,5068,Los Angeles,91342,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037541400,56.55,93.67,90-95%,80.77,94.83,7989,Los Angeles,90222,Willowbrook,CalEnviroScreen 4.0 Top 25%
6037601700,56.55,93.66,90-95%,86.88,90.09,5126,Los Angeles,90304,Lennox,CalEnviroScreen 4.0 Top 25%
6077003700,56.55,93.65,90-95%,87.60,89.28,3154,San Joaquin,95215,Unincorporated San Joaquin County area,CalEnviroScreen 4.0 Top 25%
6037117520,56.55,93.63,90-95%,75.41,97.29,4168,Los Angeles,91343,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037544001,56.55,93.62,90-95%,96.23,77.51,4574,Los Angeles,90810,Carson,CalEnviroScreen 4.0 Top 25%
6071004001,56.52,93.61,90-95%,88.15,88.86,4366,San Bernardino,92316,Bloomington,CalEnviroScreen 4.0 Top 25%
6037123205,56.52,93.60,90-95%,91.60,85.00,2492,Los Angeles,91605,Los Angeles,CalEnviroScreen 4.0 Top 25%
6013312000,56.51,93.58,90-95%,77.41,96.33,2243,Contra Costa,94565,Pittsburg,CalEnviroScreen 4.0 Top 25%
6019008502,56.51,93.57,90-95%,73.62,97.83,9242,Fresno ,93648,Unincorporated Fresno County area,CalEnviroScreen 4.0 Top 25%
6019002300,56.48,93.56,90-95%,76.18,96.80,3559,Fresno ,93728,Fresno,CalEnviroScreen 4.0 Top 25%
6037185310,56.46,93.55,90-95%,91.86,84.42,3131,Los Angeles,90065,Los Angeles,CalEnviroScreen 4.0 Top 25%
6077005131,56.42,93.53,90-95%,93.42,82.35,7055,San Joaquin,95336,Unincorporated San Joaquin County area,CalEnviroScreen 4.0 Top 25%
6037502902,56.38,93.52,90-95%,97.55,73.46,4168,Los Angeles,90670,Santa Fe Springs,CalEnviroScreen 4.0 Top 25%
6067006900,56.37,93.51,90-95%,71.19,98.65,4858,Sacramento ,95815,Sacramento,CalEnviroScreen 4.0 Top 25%
6037195710,56.36,93.49,90-95%,95.87,77.99,4487,Los Angeles,90026,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037602103,56.36,93.48,90-95%,85.45,91.11,6650,Los Angeles,90250,Hawthorne,CalEnviroScreen 4.0 Top 25%
6077003900,56.35,93.47,90-95%,88.23,88.58,1518,San Joaquin,95206,Unincorporated San Joaquin County area,CalEnviroScreen 4.0 Top 25%
6071004604,56.35,93.46,90-95%,81.29,94.20,5621,San Bernardino,92405,San Bernardino,CalEnviroScreen 4.0 Top 25%
6113010102,56.34,93.44,90-95%,88.92,87.91,7729,Yolo ,95837,Unincorporated Yolo County area,CalEnviroScreen 4.0 Top 25%
6037209103,56.33,93.43,90-95%,90.90,85.50,3679,Los Angeles,90017,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037500402,56.30,93.42,90-95%,87.33,89.09,4856,Los Angeles,90660,Pico Rivera,CalEnviroScreen 4.0 Top 25%
6037185203,56.30,93.41,90-95%,89.82,86.79,3566,Los Angeles,90065,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037535501,56.30,93.39,90-95%,89.38,87.32,3898,Los Angeles,90280,South Gate,CalEnviroScreen 4.0 Top 25%
6037543905,56.25,93.38,90-95%,84.46,91.81,4636,Los Angeles,90745,Carson,CalEnviroScreen 4.0 Top 25%
6037407200,56.23,93.37,90-95%,93.78,81.23,6910,Los Angeles,91744,La Puente,CalEnviroScreen 4.0 Top 25%
6037543305,56.21,93.36,90-95%,99.35,65.82,3776,Los Angeles,90220,Unincorporated Los Angeles County area,CalEnviroScreen 4.0 Top 25%
6067004502,56.20,93.34,90-95%,65.00,99.58,5407,Sacramento ,95823,Parkway,CalEnviroScreen 4.0 Top 25%
6029001300,56.19,93.33,90-95%,61.89,99.87,7114,Kern ,93305,Bakersfield,CalEnviroScreen 4.0 Top 25%
6039001000,56.18,93.32,90-95%,97.93,72.01,5232,Madera ,93637,Unincorporated Madera County area,CalEnviroScreen 4.0 Top 25%
6071002204,56.12,93.31,90-95%,96.25,76.70,6624,San Bernardino,92335,Unincorporated San Bernardino County area,CalEnviroScreen 4.0 Top 25%
6029000200,56.10,93.29,90-95%,81.56,93.62,7448,Kern ,93308,Oildale,CalEnviroScreen 4.0 Top 25%
6037531503,56.07,93.28,90-95%,93.59,81.37,2753,Los Angeles,90063,East Los Angeles,CalEnviroScreen 4.0 Top 25%
6037301602,55.99,93.27,90-95%,99.65,63.02,4446,Los Angeles,91201,Glendale,CalEnviroScreen 4.0 Top 25%
6037543400,55.98,93.26,90-95%,99.85,60.96,3731,Los Angeles,90746,Carson,CalEnviroScreen 4.0 Top 25%
6037186301,55.97,93.24,90-95%,94.51,79.88,2906,Los Angeles,90065,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037207302,55.97,93.23,90-95%,98.64,69.74,4806,Los Angeles,90013,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037218900,55.94,93.22,90-95%,89.40,86.70,6149,Los Angeles,90018,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037234901,55.94,93.20,90-95%,72.15,97.88,3321,Los Angeles,90043,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037552400,55.92,93.19,90-95%,95.63,77.70,2423,Los Angeles,90650,Norwalk,CalEnviroScreen 4.0 Top 25%
6071003301,55.89,93.18,90-95%,87.79,88.07,5306,San Bernardino,92335,Fontana,CalEnviroScreen 4.0 Top 25%
6013376000,55.87,93.17,90-95%,80.36,94.18,6245,Contra Costa,94801,Richmond,CalEnviroScreen 4.0 Top 25%
6037404701,55.86,93.15,90-95%,98.03,71.13,5665,Los Angeles,91706,Baldwin Park,CalEnviroScreen 4.0 Top 25%
6037540300,55.86,93.14,90-95%,97.86,71.52,4728,Los Angeles,90262,Lynwood,CalEnviroScreen 4.0 Top 25%
6037294421,55.86,93.13,90-95%,92.83,82.31,2891,Los Angeles,90710,Los Angeles,CalEnviroScreen 4.0 Top 25%
6001402200,55.82,93.12,90-95%,88.79,87.04,2477,Alameda ,94607,Oakland,CalEnviroScreen 4.0 Top 25%
6037533702,55.78,93.10,90-95%,85.51,90.04,3543,Los Angeles,90270,Maywood,CalEnviroScreen 4.0 Top 25%
6037127920,55.78,93.09,90-95%,81.17,93.41,4716,Los Angeles,91405,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037533805,55.77,93.08,90-95%,89.32,86.47,3485,Los Angeles,90201,Bell,CalEnviroScreen 4.0 Top 25%
6037204410,55.75,93.07,90-95%,92.58,82.49,2575,Los Angeles,90033,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037209104,55.73,93.05,90-95%,83.09,92.06,2560,Los Angeles,90017,Los Angeles,CalEnviroScreen 4.0 Top 25%
6067005502,55.71,93.04,90-95%,83.61,91.52,5779,Sacramento ,95815,Sacramento,CalEnviroScreen 4.0 Top 25%
6037532606,55.70,93.03,90-95%,72.81,97.38,4405,Los Angeles,90255,Huntington Park,CalEnviroScreen 4.0 Top 25%
6037240401,55.68,93.02,90-95%,78.07,95.28,6379,Los Angeles,90044,Los Angeles,CalEnviroScreen 4.0 Top 25%
6071004700,55.68,93.00,90-95%,82.07,92.65,5424,San Bernardino,92411,San Bernardino,CalEnviroScreen 4.0 Top 25%
6077002701,55.66,92.99,90-95%,88.75,86.80,6246,San Joaquin,95215,Garden Acres,CalEnviroScreen 4.0 Top 25%
6037231600,55.65,92.98,90-95%,78.31,95.11,7420,Los Angeles,90037,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037535607,55.62,92.97,90-95%,91.59,83.51,4946,Los Angeles,90280,South Gate,CalEnviroScreen 4.0 Top 25%
6037239502,55.54,92.95,90-95%,82.43,92.33,4016,Los Angeles,90001,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037541300,55.52,92.94,90-95%,80.32,93.68,5512,Los Angeles,90222,Compton,CalEnviroScreen 4.0 Top 25%
6013382000,55.51,92.93,90-95%,85.46,89.54,8159,Contra Costa,94804,Richmond,CalEnviroScreen 4.0 Top 25%
6037433402,55.50,92.91,90-95%,88.40,86.88,4713,Los Angeles,91733,El Monte,CalEnviroScreen 4.0 Top 25%
6037533601,55.49,92.90,90-95%,90.74,84.11,4762,Los Angeles,90201,Bell,CalEnviroScreen 4.0 Top 25%
6065031601,55.45,92.89,90-95%,89.73,85.40,4499,Riverside ,92503,Riverside,CalEnviroScreen 4.0 Top 25%
6037119002,55.40,92.88,90-95%,97.13,72.84,7976,Los Angeles,91331,Los Angeles,CalEnviroScreen 4.0 Top 25%
6065041704,55.40,92.86,90-95%,92.72,81.57,3815,Riverside ,92882,Corona,CalEnviroScreen 4.0 Top 25%
6037218702,55.40,92.85,90-95%,82.20,92.22,2056,Los Angeles,90018,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037224020,55.39,92.84,90-95%,95.16,77.66,2733,Los Angeles,90007,Los Angeles,CalEnviroScreen 4.0 Top 25%
6019000501,55.37,92.83,90-95%,82.64,91.88,2532,Fresno ,93721,Fresno,CalEnviroScreen 4.0 Top 25%
6071003612,55.34,92.81,90-95%,91.57,83.09,4676,San Bernardino,92324,Colton,CalEnviroScreen 4.0 Top 25%
6037600303,55.33,92.80,90-95%,62.02,99.71,3883,Los Angeles,90044,Westmont,CalEnviroScreen 4.0 Top 25%
6013379000,55.32,92.79,90-95%,80.35,93.34,7003,Contra Costa,94804,Richmond,CalEnviroScreen 4.0 Top 25%
6019002702,55.31,92.78,90-95%,63.92,99.51,4891,Fresno ,93702,Fresno,CalEnviroScreen 4.0 Top 25%
6029004604,55.31,92.76,90-95%,91.47,83.21,14840,Kern ,93250,Unincorporated Kern County area,CalEnviroScreen 4.0 Top 25%
6037533105,55.31,92.75,90-95%,66.88,99.04,2510,Los Angeles,90255,Huntington Park,CalEnviroScreen 4.0 Top 25%
6013305000,55.30,92.74,90-95%,74.26,96.46,6561,Contra Costa,94509,Antioch,CalEnviroScreen 4.0 Top 25%
6037542104,55.28,92.73,90-95%,85.49,89.25,3473,Los Angeles,90221,Compton,CalEnviroScreen 4.0 Top 25%
6085512603,55.28,92.71,90-95%,82.86,91.54,4634,Santa Clara,95020,Gilroy,CalEnviroScreen 4.0 Top 25%
6037229200,55.25,92.70,90-95%,76.13,95.57,5072,Los Angeles,90011,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037502302,55.24,92.69,90-95%,97.46,71.80,2970,Los Angeles,90606,West Whittier-Los Nietos,CalEnviroScreen 4.0 Top 25%
6019001700,55.24,92.68,90-95%,95.66,76.48,6945,Fresno ,93725,Unincorporated Fresno County area,CalEnviroScreen 4.0 Top 25%
6037237600,55.18,92.66,90-95%,78.34,94.53,4101,Los Angeles,90044,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037231900,55.16,92.65,90-95%,90.37,83.95,6162,Los Angeles,90037,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037120106,55.14,92.64,90-95%,76.44,95.36,4763,Los Angeles,91402,Los Angeles,CalEnviroScreen 4.0 Top 25%
6047000201,55.14,92.62,90-95%,95.78,76.16,3918,Merced ,95303,Ballico,CalEnviroScreen 4.0 Top 25%
6019005100,55.13,92.61,90-95%,77.66,94.87,6799,Fresno ,93726,Fresno,CalEnviroScreen 4.0 Top 25%
6037600100,55.12,92.60,90-95%,64.82,99.32,7410,Los Angeles,90044,Westmont,CalEnviroScreen 4.0 Top 25%
6047000701,55.08,92.59,90-95%,86.89,87.72,3226,Merced ,95301,Atwater,CalEnviroScreen 4.0 Top 25%
6037228710,55.05,92.57,90-95%,70.09,97.93,3982,Los Angeles,90011,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037234902,55.03,92.56,90-95%,72.41,96.94,4088,Los Angeles,90043,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037134522,55.01,92.55,90-95%,79.32,93.57,4167,Los Angeles,91303,Los Angeles,CalEnviroScreen 4.0 Top 25%
6059074406,55.01,92.54,90-95%,93.99,79.06,3693,Orange ,92701,Santa Ana,CalEnviroScreen 4.0 Top 25%
6067005002,54.96,92.52,90-95%,70.23,97.78,7108,Sacramento ,95823,Florin,CalEnviroScreen 4.0 Top 25%
6037209820,54.94,92.51,90-95%,85.60,88.72,3073,Los Angeles,90015,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037120104,54.93,92.50,90-95%,74.87,95.85,2228,Los Angeles,91402,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037209520,54.91,92.49,90-95%,85.75,88.53,2797,Los Angeles,90006,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037104500,54.89,92.47,90-95%,86.00,88.28,3025,Los Angeles,91331,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037502700,54.88,92.46,90-95%,99.54,62.07,6919,Los Angeles,90670,Santa Fe Springs,CalEnviroScreen 4.0 Top 25%
6047001401,54.88,92.45,90-95%,72.20,96.84,4194,Merced ,95340,Merced,CalEnviroScreen 4.0 Top 25%
6099003100,54.87,92.44,90-95%,96.55,74.02,4161,Stanislaus ,95358,Unincorporated Stanislaus County area,CalEnviroScreen 4.0 Top 25%
6071004201,54.86,92.42,90-95%,75.21,95.61,6943,San Bernardino,92411,San Bernardino,CalEnviroScreen 4.0 Top 25%
6025011400,54.85,92.41,90-95%,81.01,92.31,4570,Imperial ,92243,El Centro,CalEnviroScreen 4.0 Top 25%
6037121010,54.84,92.40,90-95%,93.69,79.27,4934,Los Angeles,91352,Los Angeles,CalEnviroScreen 4.0 Top 25%
6071007000,54.83,92.39,90-95%,88.76,85.31,7368,San Bernardino,92324,Colton,CalEnviroScreen 4.0 Top 25%
6059001304,54.82,92.37,90-95%,96.00,74.90,3982,Orange ,90631,La Habra,CalEnviroScreen 4.0 Top 25%
6059001404,54.80,92.36,90-95%,95.00,76.92,3934,Orange ,90631,La Habra,CalEnviroScreen 4.0 Top 25%
6019006604,54.80,92.35,90-95%,78.83,93.66,7768,Fresno ,93654,Reedley,CalEnviroScreen 4.0 Top 25%
6099002301,54.79,92.33,90-95%,85.94,88.14,8850,Stanislaus ,95351,Modesto,CalEnviroScreen 4.0 Top 25%
6047002401,54.79,92.32,90-95%,77.93,94.30,1406,Merced ,93620,Unincorporated Merced County area,CalEnviroScreen 4.0 Top 25%
6037228600,54.75,92.31,90-95%,71.41,97.13,5301,Los Angeles,90011,Los Angeles,CalEnviroScreen 4.0 Top 25%
6107004300,54.73,92.30,90-95%,83.40,89.98,7437,Tulare ,93219,Unincorporated Tulare County area,CalEnviroScreen 4.0 Top 25%
6067007413,54.70,92.28,90-95%,90.12,83.56,7438,Sacramento ,95821,Sacramento,CalEnviroScreen 4.0 Top 25%
6037541002,54.69,92.27,90-95%,99.48,62.33,3318,Los Angeles,90746,Carson,CalEnviroScreen 4.0 Top 25%
6059110603,54.66,92.26,90-95%,96.74,72.74,8669,Orange ,90621,Buena Park,CalEnviroScreen 4.0 Top 25%
6107003200,54.62,92.25,90-95%,94.08,78.20,7396,Tulare ,93272,Unincorporated Tulare County area,CalEnviroScreen 4.0 Top 25%
6037123203,54.62,92.23,90-95%,93.29,79.46,4094,Los Angeles,91605,Los Angeles,CalEnviroScreen 4.0 Top 25%
6065041101,54.61,92.22,90-95%,91.55,81.88,6247,Riverside ,92503,Riverside,CalEnviroScreen 4.0 Top 25%
6075023200,54.61,92.21,90-95%,88.31,85.39,3972,San Francisco,94124,San Francisco,CalEnviroScreen 4.0 Top 25%
6071003509,54.59,92.20,90-95%,80.10,92.49,4343,San Bernardino,92376,Rialto,CalEnviroScreen 4.0 Top 25%
6037533501,54.59,92.18,90-95%,87.67,85.85,3051,Los Angeles,90255,Huntington Park,CalEnviroScreen 4.0 Top 25%
6037208720,54.58,92.17,90-95%,67.85,98.39,4319,Los Angeles,90057,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037408202,54.57,92.16,90-95%,99.88,58.51,2015,Los Angeles,91745,Industry,CalEnviroScreen 4.0 Top 25%
6037533201,54.56,92.15,90-95%,83.48,89.61,2788,Los Angeles,90255,Huntington Park,CalEnviroScreen 4.0 Top 25%
6037602104,54.55,92.13,90-95%,89.74,83.83,6091,Los Angeles,90250,Hawthorne,CalEnviroScreen 4.0 Top 25%
6037433802,54.53,92.12,90-95%,99.79,59.98,3362,Los Angeles,91733,Unincorporated Los Angeles County area,CalEnviroScreen 4.0 Top 25%
6037219700,54.48,92.11,90-95%,91.16,82.02,4507,Los Angeles,90016,Los Angeles,CalEnviroScreen 4.0 Top 25%
6065041600,54.48,92.10,90-95%,97.64,70.18,6511,Riverside ,92879,Corona,CalEnviroScreen 4.0 Top 25%
6037542900,54.45,92.08,90-95%,80.90,91.70,3254,Los Angeles,90220,Compton,CalEnviroScreen 4.0 Top 25%
6099002002,54.44,92.07,90-95%,89.86,83.43,4342,Stanislaus ,95357,Empire,CalEnviroScreen 4.0 Top 25%
6037120108,54.41,92.06,90-95%,68.04,98.18,4732,Los Angeles,91402,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037542105,54.40,92.04,90-95%,71.70,96.61,4781,Los Angeles,90221,Compton,CalEnviroScreen 4.0 Top 25%
6047001602,54.40,92.03,90-95%,67.18,98.49,7877,Merced ,95341,Merced,CalEnviroScreen 4.0 Top 25%
6037195720,54.38,92.02,90-95%,92.15,80.52,2000,Los Angeles,90026,Los Angeles,CalEnviroScreen 4.0 Top 25%
6019002100,54.37,92.01,90-95%,75.01,95.20,6200,Fresno ,93728,Fresno,CalEnviroScreen 4.0 Top 25%
6077001700,54.36,91.99,90-95%,66.58,98.66,3957,San Joaquin,95205,August,CalEnviroScreen 4.0 Top 25%
6013377000,54.35,91.98,90-95%,71.54,96.63,7323,Contra Costa,94801,Richmond,CalEnviroScreen 4.0 Top 25%
6037534001,54.34,91.97,90-95%,93.38,79.01,5125,Los Angeles,90201,Bell Gardens,CalEnviroScreen 4.0 Top 25%
6037543903,54.34,91.96,90-95%,96.45,73.06,3740,Los Angeles,90745,Carson,CalEnviroScreen 4.0 Top 25%
6037433307,54.32,91.94,90-95%,94.40,77.14,3193,Los Angeles,91732,El Monte,CalEnviroScreen 4.0 Top 25%
6107002202,54.31,91.93,90-95%,81.44,91.09,5765,Tulare ,93274,Tulare,CalEnviroScreen 4.0 Top 25%
6037407601,54.31,91.92,90-95%,77.67,93.72,4608,Los Angeles,91744,La Puente,CalEnviroScreen 4.0 Top 25%
6071004103,54.30,91.91,90-95%,76.66,94.29,6290,San Bernardino,92407,Muscoy,CalEnviroScreen 4.0 Top 25%
6059087803,54.29,91.89,90-95%,95.79,74.48,5902,Orange ,90680,Stanton,CalEnviroScreen 4.0 Top 25%
6019007400,54.28,91.88,90-95%,79.17,92.60,3407,Fresno ,93242,Unincorporated Fresno County area,CalEnviroScreen 4.0 Top 25%
6037601402,54.28,91.87,90-95%,94.87,76.34,4793,Los Angeles,90301,Inglewood,CalEnviroScreen 4.0 Top 25%
6065041203,54.26,91.86,90-95%,78.38,93.19,3499,Riverside ,92503,Riverside,CalEnviroScreen 4.0 Top 25%
6037209402,54.24,91.84,90-95%,76.71,94.14,3963,Los Angeles,90057,Los Angeles,CalEnviroScreen 4.0 Top 25%
6067009008,54.23,91.83,90-95%,84.03,88.77,5227,Sacramento ,95670,Rancho Cordova,CalEnviroScreen 4.0 Top 25%
6029000400,54.23,91.82,90-95%,82.96,89.56,4300,Kern ,93308,Oildale,CalEnviroScreen 4.0 Top 25%
